competitionCode,teamShortName,playerName,profileUrl,seasonMatches,seasonStarts,seasonMinutes,seasonTries,seasonYellowCards,seasonRedCards,contractEndDate,careerHistory
TOP14,TOU,Benjamin BERTRAND,https://www.allrugby.com/joueurs/benjamin-bertrand-15364.html,1,0,31,,,,2023-06-30,Stade Toulousain (2023 - 2023) | Blagnac (2024 - 2024) | Stade Toulousain (2024 - 2027)
TOP14,TOU,Cyril BAILLE,https://www.allrugby.com/joueurs/cyril-baille-1089.html,1,1,53,1,,,2027-06-30,Stade Toulousain (2009 - 2027)
TOP14,TOU,David AINU'U,https://www.allrugby.com/joueurs/david-ainu-u-7053.html,16,7,631,1,,,2027-06-30,Stade Toulousain (2017 - 2027)
TOP14,TOU,Dorian ALDEGHERI,https://www.allrugby.com/joueurs/dorian-aldegheri-1196.html,1,1,62,,,,2027-06-30,Stade Toulousain (2004 - 2027)
TOP14,TOU,Georges-Henri COLOMBE,https://www.allrugby.com/joueurs/georges-henri-colombe-5276.html,2,0,39,1,,,2027-06-30,Racing 92 (2018 - 2022) | Stade Rochelais (2022 - 2025) | Stade Toulousain (2025 - 2027)
TOP14,TOU,Joël MERKLER,https://www.allrugby.com/joueurs/joel-merkler-8864.html,17,12,752,1,,,2027-06-30,Stade Toulousain (2017 - 2027)
TOP14,TOU,Luke TAGI,https://www.allrugby.com/joueurs/luke-tagi-8934.html,12,7,466,,,,,Provence Rugby (2021 - 2023) | Aviron Bayonnais (2023 - 2027)
TOP14,TOU,Malachi HAWKES,https://www.allrugby.com/joueurs/malachi-hawkes-11727.html,16,8,724,,,,2026-06-30,Stade Toulousain (2026 - 2026) | Provence Rugby (2026 - 2026) | Stade Toulousain (2026 - 2027)
TOP14,TOU,Martin VILLAR,https://www.allrugby.com/joueurs/martin-villar-15092.html,6,1,168,1,,,,Stade Montois Rugby Pro (2025 - 2025) | Aviron Bayonnais (2025 - 2025) | Oyonnax Rugby (2025 - 2027)
TOP14,TOU,Paul MALLEZ,https://www.allrugby.com/joueurs/paul-mallez-7696.html,1,1,52,,,,2024-06-30,Stade Toulousain (2024 - 2024) | Provence Rugby (2024 - 2025) | Stade Toulousain (2025 - 2027)
TOP14,TOU,Matis PERCHAUD,https://www.allrugby.com/joueurs/matis-perchaud-10981.html,2,1,121,,,,,Aviron Bayonnais (2017 - 2024) | Union Bordeaux-Bègles (2024 - 2027)
TOP14,TOU,Rodrigue NETI,https://www.allrugby.com/joueurs/rodrigue-neti-2375.html,2,1,83,,,,2027-06-30,Stade Toulousain (2012 - 2027)
TOP14,TOU,Pascal COTET,https://www.allrugby.com/joueurs/pascal-cotet-1906.html,2,2,102,,,,,Racing Club Narbonnais (2018 - 2022) | Aviron Bayonnais (2022 - 2026) | Provence Rugby (2026 - 2027)
TOP14,TOU,Julien MARCHAND,https://www.allrugby.com/joueurs/julien-marchand-2523.html,2,2,102,2,,,2027-06-30,Stade Toulousain (2010 - 2027)
TOP14,TOU,Pierre CASTILLON,https://www.allrugby.com/joueurs/pierre-castillon-17309.html,6,0,147,,,,,Aviron Bayonnais (2018 - 2027)
TOP14,TOU,Pieter SCHOLTZ,https://www.allrugby.com/joueurs/pieter-scholtz-6324.html,17,10,742,1,,,,Wasps (2021 - 2022) | Aviron Bayonnais (2022 - 2025) | Mitsubishi Sagamihara Dynaboars (2025 - 2026)
TOP14,TOU,Péato MAUVAKA,https://www.allrugby.com/joueurs/peato-mauvaka-4763.html,2,0,58,,,,2027-06-30,Stade Toulousain (2013 - 2027)
TOP14,TOU,Quentin BÉTHUNE,https://www.allrugby.com/joueurs/quentin-bethune-3326.html,8,2,201,,,,,Stade Français Paris Rugby (2019 - 2022) | Aviron Bayonnais (2022 - 2025)
TOP14,TOU,Clément VERGÉ,https://www.allrugby.com/joueurs/clement-verge-9776.html,23,13,1131,2,,,2027-06-30,Stade Toulousain (2018 - 2027)
TOP14,TOU,Swan CORMENIER,https://www.allrugby.com/joueurs/swan-cormenier-5203.html,1,0,35,,,,,Sporting Club Albigeois (2017 - 2019) | Aviron Bayonnais (2019 - 2027)
TOP14,TOU,Emmanuel MEAFOU,https://www.allrugby.com/joueurs/emmanuel-meafou-7337.html,2,2,99,1,,,2027-06-30,Stade Toulousain (2018 - 2027)
TOP14,TOU,Tevita TATAFU,https://www.allrugby.com/joueurs/tevita-tatafu-11206.html,2,1,75,1,,,,Aviron Bayonnais (2019 - 2027)
TOP14,TOU,Joshua BRENNAN,https://www.allrugby.com/joueurs/joshua-brennan-8294.html,2,1,111,,,,2027-06-30,Stade Toulousain (2012 - 2027)
TOP14,TOU,Facundo BOSCH,https://www.allrugby.com/joueurs/facundo-bosch-5142.html,20,15,867,2,,,,Stade Rochelais (2019 - 2022) | Aviron Bayonnais (2022 - 2027)
TOP14,TOU,Roméo MARTIN-BONNARD,https://www.allrugby.com/joueurs/romeo-martin-bonnard-18173.html,2,1,88,,,,2027-06-30,US Tyrosse (2021 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Thibaud FLAMENT,https://www.allrugby.com/joueurs/thibaud-flament-8962.html,2,1,110,,,,2027-06-30,Loughborough University (2018 - 2019) | Wasps (2019 - 2020) | Stade Toulousain (2020 - 2027)
TOP14,TOU,Louis ORTOLAN,https://www.allrugby.com/joueurs/louis-ortolan-12322.html,2,0,16,,,,,Aviron Bayonnais (2017 - 2024)
TOP14,TOU,Alexandre ROUMAT,https://www.allrugby.com/joueurs/alexandre-roumat-3699.html,2,2,144,,,,2027-06-30,Union Bordeaux-Bègles (2017 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Anthony JELONCH,https://www.allrugby.com/joueurs/anthony-jelonch-4142.html,10,9,639,3,,,2027-06-30,Castres Olympique (2014 - 2021) | Stade Toulousain (2021 - 2027)
TOP14,TOU,Thomas ACQUIER,https://www.allrugby.com/joueurs/thomas-acquier-1418.html,13,2,394,2,,,,CA Brive Corrèze Limousin (2014 - 2022) | Aviron Bayonnais (2022 - 2024) | US Tyrosse (2024 - 2026)
TOP14,TOU,François CROS,https://www.allrugby.com/joueurs/francois-cros-3419.html,2,2,152,,,,2027-06-30,Stade Toulousain (2009 - 2027)
TOP14,TOU,Vincent GIUDICELLI,https://www.allrugby.com/joueurs/vincent-giudicelli-4847.html,2,1,88,2,,,,Montpellier Hérault Rugby (2017 - 2023) | Aviron Bayonnais (2023 - 2026) | Provence Rugby (2026 - 2027)
TOP14,TOU,Jack WILLIS,https://www.allrugby.com/joueurs/jack-willis-4797.html,1,1,60,,,,2027-06-30,Wasps (2023 - 2023) | Stade Toulousain (2023 - 2027)
TOP14,TOU,Léo BANOS,https://www.allrugby.com/joueurs/leo-banos-10745.html,18,13,984,2,,,2024-06-30,Stade Toulousain (2024 - 2024) | Stade Montois Rugby Pro (2024 - 2024) | Stade Toulousain (2024 - 2027)
TOP14,TOU,Denis MARCHOIS,https://www.allrugby.com/joueurs/denis-marchois-3589.html,14,7,654,1,,,,Section Paloise Béarn Pyrénées (2019 - 2021) | Aviron Bayonnais (2021 - 2025) | Sporting Union Agenais (2025 - 2027)
TOP14,TOU,Théo NTAMACK,https://www.allrugby.com/joueurs/theo-ntamack-8340.html,2,0,36,,,,2027-06-30,Stade Toulousain (2014 - 2027)
TOP14,TOU,Antoine DUPONT,https://www.allrugby.com/joueurs/antoine-dupont-2558.html,2,2,148,,,,2027-06-30,Castres Olympique (2014 - 2017) | Stade Toulousain (2017 - 2027)
TOP14,TOU,Paul GRAOU,https://www.allrugby.com/joueurs/paul-graou-5286.html,2,0,12,,,,2027-06-30,Sporting Union Agenais (2021 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Romain NTAMACK,https://www.allrugby.com/joueurs/romain-ntamack-5082.html,2,2,160,1,,,2027-06-30,Stade Toulousain (2013 - 2027)
TOP14,TOU,Konstantine MIKAUTADZE,https://www.allrugby.com/joueurs/konstantine-mikautadze-1279.html,2,1,84,,,,,Montpellier Hérault Rugby (2016 - 2020) | Aviron Bayonnais (2020 - 2024) | CA Brive Corrèze Limousin (2024 - 2027)
TOP14,TOU,Lucas PAULOS,https://www.allrugby.com/joueurs/lucas-paulos-7501.html,2,2,102,,,,,Jaguares (2018 - 2020) | CA Brive Corrèze Limousin (2020 - 2023) | Aviron Bayonnais (2023 - 2027)
TOP14,TOU,Célian POUZELGUES,https://www.allrugby.com/joueurs/celian-pouzelgues-14148.html,9,2,379,3,,,2027-06-30,Avenir Valencien (2018 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Manuel LEINDEKAR,https://www.allrugby.com/joueurs/manuel-leindekar-5612.html,2,2,160,,,,,Oyonnax Rugby (2024 - 2026) | FC Grenoble Rugby (2026 - 2027)
TOP14,TOU,Kalvin GOURGUES,https://www.allrugby.com/joueurs/kalvin-gourgues-15353.html,2,1,154,1,,,2027-06-30,Stade Toulousain (2019 - 2027)
TOP14,TOU,Thomas CEYTE,https://www.allrugby.com/joueurs/thomas-ceyte-3465.html,1,1,80,,,,,USON Nevers Rugby (2017 - 2022) | Aviron Bayonnais (2022 - 2024) | ASM Clermont Auvergne (2024 - 2027)
TOP14,TOU,Pierre-Louis BARASSI,https://www.allrugby.com/joueurs/pierre-louis-barassi-4845.html,1,1,6,,,,2027-06-30,Lyon Olympique Universitaire Rugby (2016 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Santiago CHOCOBARES,https://www.allrugby.com/joueurs/santiago-chocobares-7504.html,1,1,80,1,,,2027-06-30,Stade Toulousain (2020 - 2027)
TOP14,TOU,Tommaso MENONCELLO,https://www.allrugby.com/joueurs/tommaso-menoncello-11071.html,1,1,80,1,,,2027-06-30,Stade Toulousain (2026 - 2027)
TOP14,TOU,Arthur ITURRIA,https://www.allrugby.com/joueurs/arthur-iturria-3366.html,19,17,1114,2,,,,ASM Clermont Auvergne (2012 - 2023) | Aviron Bayonnais (2023 - 2027)
TOP14,TOU,Matthis LEBEL,https://www.allrugby.com/joueurs/matthis-lebel-6346.html,1,1,80,,,,2027-06-30,Stade Toulousain (2013 - 2027)
TOP14,TOU,Nelson ÉPÉE,https://www.allrugby.com/joueurs/nelson-epee-8287.html,1,0,14,,,,2027-06-30,Stade Toulousain (2017 - 2027)
TOP14,TOU,Baptiste HÉGUY,https://www.allrugby.com/joueurs/baptiste-heguy-5427.html,15,8,769,,,,,Aviron Bayonnais (2012 - 2027)
TOP14,TOU,Teddy THOMAS,https://www.allrugby.com/joueurs/teddy-thomas-1038.html,2,1,86,1,,,2027-06-30,Stade Rochelais (2022 - 2025) | Stade Toulousain (2025 - 2027)
TOP14,TOU,Ange CAPUOZZO,https://www.allrugby.com/joueurs/ange-capuozzo-7827.html,2,2,144,1,,,2027-06-30,FC Grenoble Rugby (2010 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Blair KINGHORN,https://www.allrugby.com/joueurs/blair-kinghorn-4243.html,1,0,15,,,,2027-06-30,Edimbourg Rugby (2024 - 2024) | Stade Toulousain (2024 - 2027)
TOP14,TOU,Juan Cruz MALLÍA,https://www.allrugby.com/joueurs/juan-cruz-mallia-6408.html,2,2,155,3,,,2027-06-30,Stade Toulousain (2020 - 2027)
TOP14,TOU,Matias REMUE,https://www.allrugby.com/joueurs/matias-remue-12512.html,7,6,496,3,,,2027-06-30,Stade Toulousain (2022 - 2027)
TOP14,TOU,Thomas RAMOS,https://www.allrugby.com/joueurs/thomas-ramos-2182.html,2,2,145,,,,2027-06-30,US Colomiers (2016 - 2017) | Stade Toulousain (2017 - 2027)
TOP14,TOU,Badri TSIKHISTAVI,https://www.allrugby.com/joueurs/badri-tsikhistavi-13791.html,4,1,91,,,,,Black Lion (2025 - 2026) | Stade Olympique Chambéry (2026 - 2027)
TOP14,TOU,Benjamin LAHET,https://www.allrugby.com/joueurs/benjamin-lahet-13667.html,,,,,,,,Aviron Bayonnais (2018 - 2025) | Capbreton Hossegor Rugby (2025 - 2026)
TOP14,TOU,Dylane GIGAN,https://www.allrugby.com/joueurs/dylane-gigan-23601.html,,,,,,,2027-06-30,Stade Toulousain (2023 - 2027)
TOP14,TOU,Gaëtan GRANIÉ,https://www.allrugby.com/joueurs/gaetan-granie-21408.html,,,,,,,2027-06-30,Union Sportive Montalbanaise (2014 - 2021) | Stade Toulousain (2021 - 2027)
TOP14,TOU,Imanol THICOÏPE,https://www.allrugby.com/joueurs/imanol-thicoipe-17615.html,,,,,,,,Aviron Bayonnais (2011 - 2024)
TOP14,TOU,Herman MEKENESE,https://www.allrugby.com/joueurs/herman-mekenese-18283.html,,,,,,,2027-06-30,Stade Toulousain (2020 - 2027)
TOP14,TOU,Lucas OFFICIAL,https://www.allrugby.com/joueurs/lucas-official-22806.html,2,0,44,,,,,AS Urruñarrak (2015 - 2016) | Aviron Bayonnais (2016 - 2027)
TOP14,TOU,Joe LAFARGE,https://www.allrugby.com/joueurs/joe-lafarge-21406.html,,,,,,,2027-06-30,Stade Toulousain (2024 - 2027)
TOP14,TOU,Melvin WEVERS,https://www.allrugby.com/joueurs/melvin-wevers-21375.html,,,,,,,2027-06-30,Stade Toulousain (2025 - 2027)
TOP14,TOU,Naïme SANS-NAHORT,https://www.allrugby.com/joueurs/naime-sans-nahort-23602.html,,,,,,,2027-06-30,Blagnac (2021 - 2023) | Stade Toulousain (2023 - 2027)
TOP14,TOU,Noa TINNIRELLO,https://www.allrugby.com/joueurs/noa-tinnirello-21405.html,,,,,,,2027-06-30,Stade Lavelanétien (2020 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Matéo GUÉRIN,https://www.allrugby.com/joueurs/mateo-guerin-17618.html,,,,,,,,Stade Bordelais (2021 - 2023) | Aviron Bayonnais (2023 - 2024) | US Dax Rugby Landes (2024 - 2026)
TOP14,TOU,Rafaël GALLARDO,https://www.allrugby.com/joueurs/rafael-gallardo-21409.html,,,,,,,2027-06-30,Union Athlétique Gaillacoise (2020 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Tomás RAPETTI,https://www.allrugby.com/joueurs/tomas-rapetti-15496.html,1,0,15,,,,2027-06-30,Pampas XV (2024 - 2025) | Stade Toulousain (2025 - 2027)
TOP14,TOU,Enzo FLUXA,https://www.allrugby.com/joueurs/enzo-fluxa-21410.html,,,,,,,2027-06-30,Racing Club Narbonnais (2016 - 2024) | Stade Toulousain (2024 - 2027)
TOP14,TOU,Guilhem LACAND,https://www.allrugby.com/joueurs/guilhem-lacand-23603.html,,,,,,,2027-06-30,Stade Toulousain (2023 - 2027)
TOP14,TOU,Peïo DOSPITAL,https://www.allrugby.com/joueurs/peio-dospital-21295.html,,,,,,,,Aviron Bayonnais (2022 - 2025) | Biarritz Olympique Pays Basque (2025 - 2026)
TOP14,TOU,Jules LUSCAN,https://www.allrugby.com/joueurs/jules-luscan-23604.html,,,,,,,2027-06-30,Stade Toulousain (2022 - 2027)
TOP14,TOU,Mathis CAUBLOT,https://www.allrugby.com/joueurs/mathis-caublot-18285.html,,,,,,,2027-06-30,Stade Toulousain (2019 - 2027)
TOP14,TOU,Maxime GARDELLE,https://www.allrugby.com/joueurs/maxime-gardelle-18287.html,,,,,,,2024-06-30,Toulouse Electrogaz Club (2018 - 2024) | Stade Toulousain (2024 - 2027)
TOP14,TOU,Sacha SÉGARD,https://www.allrugby.com/joueurs/sacha-segard-18289.html,,,,,,,2027-06-30,Stade Toulousain (2012 - 2027)
TOP14,TOU,Thomas LACOMBRE,https://www.allrugby.com/joueurs/thomas-lacombre-14299.html,16,7,643,1,,,2027-06-30,Saint-Girons SC Couserans (2018 - 2019) | Stade Toulousain (2019 - 2027)
TOP14,TOU,Alban PORTAT,https://www.allrugby.com/joueurs/alban-portat-21412.html,3,0,66,,,,2024-06-30,Toulouse Electrogaz Club (2021 - 2024) | Stade Toulousain (2024 - 2027)
TOP14,TOU,Aleix RIBERA,https://www.allrugby.com/joueurs/aleix-ribera-20263.html,,,,,,,2027-06-30,Stade Toulousain (2024 - 2027)
TOP14,TOU,Rafaël CAYUELA,https://www.allrugby.com/joueurs/rafael-cayuela-21054.html,,,,,,,,Aviron Bayonnais (2019 - 2024) | Stado Tarbes Pyrénées Rugby (2024 - 2026)
TOP14,TOU,Efraín ELÍAS,https://www.allrugby.com/joueurs/efrain-elias-15483.html,21,10,967,3,,,2027-06-30,Jockey Club Cordoba (2024 - 2024) | Dogos XV (2024 - 2024) | Stade Toulousain (2024 - 2027)
TOP14,TOU,Eliot BARRIÉ,https://www.allrugby.com/joueurs/eliot-barrie-21415.html,,,,,,,2027-06-30,Stade Toulousain (2024 - 2027)
TOP14,TOU,Jules MARTIN-BONNARD,https://www.allrugby.com/joueurs/jules-martin-bonnard-20849.html,,,,,,,2027-06-30,Aviron Bayonnais (2023 - 2026) | Stade Toulousain (2026 - 2027)
TOP14,TOU,Yonn RAMOND,https://www.allrugby.com/joueurs/yonn-ramond-21382.html,,,,,,,,Aviron Bayonnais (2023 - 2025) | Rugby Club de Saint-Médard en Jalles (2025 - 2026)
TOP14,TOU,Mathis THOMAS,https://www.allrugby.com/joueurs/mathis-thomas-21411.html,,,,,,,2027-06-30,Stade Toulousain (2022 - 2027)
TOP14,TOU,Matteo ROSI,https://www.allrugby.com/joueurs/matteo-rosi-23606.html,,,,,,,2027-06-30,Stade Toulousain (2025 - 2027)
TOP14,TOU,Preston TEKORI,https://www.allrugby.com/joueurs/preston-tekori-23656.html,,,,,,,2027-06-30,Stade Toulousain (2016 - 2027)
TOP14,TOU,Rayane BENHERROU,https://www.allrugby.com/joueurs/rayane-benherrou-21414.html,,,,,,,2027-06-30,Sporting Union Agenais (2023 - 2024) | Stade Toulousain (2024 - 2027)
TOP14,TOU,Hugo AFONSO,https://www.allrugby.com/joueurs/hugo-afonso-17608.html,,,,,,,,Aviron Bayonnais (2015 - 2024) | Saint Jean-de-Luz Olympique Rugby (2024 - 2025)
TOP14,TOU,Jokin DUHALT,https://www.allrugby.com/joueurs/jokin-duhalt-22601.html,,,,,,,,Aviron Bayonnais (2022 - 2026)
TOP14,TOU,Thomas WARMÉ,https://www.allrugby.com/joueurs/thomas-warme-23607.html,,,,,,,2027-06-30,US Colomiers (2017 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Tsiaro Yohan RANDRIANARY,https://www.allrugby.com/joueurs/tsiaro-yohan-randrianary-23600.html,,,,,,,2027-06-30,Stade Toulousain (2016 - 2027)
TOP14,TOU,Mathéo FUTHAZAR,https://www.allrugby.com/joueurs/matheo-futhazar-23117.html,,,,,,,,Aviron Bayonnais (2022 - 2026) | Association Sportive Béziers Hérault (2026 - 2027)
TOP14,TOU,Azur HOT-SIMON,https://www.allrugby.com/joueurs/azur-hot-simon-21416.html,,,,,,,2027-06-30,Stade Toulousain (2022 - 2027)
TOP14,TOU,Baptiste VIALAS,https://www.allrugby.com/joueurs/baptiste-vialas-23605.html,,,,,,,2027-06-30,Stade Toulousain (2014 - 2027)
TOP14,TOU,Max BRU,https://www.allrugby.com/joueurs/max-bru-18004.html,,,,,,,,Aviron Bayonnais (2018 - 2024) | Anglet Olympique Rugby Club (2024 - 2025)
TOP14,TOU,Bobby BRENNAN,https://www.allrugby.com/joueurs/bobby-brennan-21413.html,,,,,,,2027-06-30,Entente de la vallée du Girou XV (2017 - 2021) | Stade Toulousain (2021 - 2027)
TOP14,TOU,Élias LIBOUREL,https://www.allrugby.com/joueurs/elias-libourel-23608.html,,,,,,,2027-06-30,US Ramonville-Saint-Agne (2024 - 2026) | Stade Toulousain (2026 - 2027)
TOP14,TOU,Guillaume RAYNAUD,https://www.allrugby.com/joueurs/guillaume-raynaud-18295.html,,,,,,,2027-06-30,Stade Toulousain (2019 - 2027)
TOP14,TOU,Heinz LEMOTO,https://www.allrugby.com/joueurs/heinz-lemoto-20298.html,,,,,,,2027-06-30,Stade Toulousain (2025 - 2027)
TOP14,TOU,Hugo IBRES,https://www.allrugby.com/joueurs/hugo-ibres-21417.html,,,,,,,2027-06-30,Stade Toulousain (2020 - 2027)
TOP14,TOU,Yon CAPÉRAÀ,https://www.allrugby.com/joueurs/yon-caperaa-20327.html,,,,,,,,Aviron Bayonnais (2022 - 2025) | Section Paloise Béarn Pyrénées (2025 - 2027)
TOP14,TOU,Hugo SOUBRE,https://www.allrugby.com/joueurs/hugo-soubre-21420.html,,,,,,,2027-06-30,Stade Toulousain (2018 - 2027)
TOP14,TOU,Aiden STAIT,https://www.allrugby.com/joueurs/aiden-stait-16308.html,,,,,,,,Aviron Bayonnais (2023 - 2026)
TOP14,TOU,Marc-Élie KOUASSI,https://www.allrugby.com/joueurs/marc-elie-kouassi-21418.html,,,,,,,2027-06-30,Stade Toulousain (2014 - 2027)
TOP14,TOU,Marceau MARZULLO,https://www.allrugby.com/joueurs/marceau-marzullo-18170.html,5,5,318,1,,,2027-06-30,Montpellier Hérault Rugby (2020 - 2021) | Stade Toulousain (2021 - 2027)
TOP14,TOU,Martin LABARTHE,https://www.allrugby.com/joueurs/martin-labarthe-21419.html,,,,,,,2027-06-30,Stade Toulousain (2022 - 2027)
TOP14,TOU,Mathis CASTRO-FERREIRA,https://www.allrugby.com/joueurs/mathis-castro-ferreira-14784.html,9,4,382,1,,,2027-06-30,Stade Toulousain (2018 - 2027)
TOP14,TOU,Dylan INDABURU,https://www.allrugby.com/joueurs/dylan-indaburu-17616.html,,,,,,,,Section Paloise Béarn Pyrénées (2017 - 2019) | Avenir Bizanos (2021 - 2023) | Aviron Bayonnais (2023 - 2024)
TOP14,TOU,Lorenzo FERRARI,https://www.allrugby.com/joueurs/lorenzo-ferrari-21422.html,,,,,,,2027-06-30,Stade Toulousain (2025 - 2027)
TOP14,TOU,Hugo LECLERQ,https://www.allrugby.com/joueurs/hugo-leclerq-23766.html,,,,,,,,AS Sain-Martin-de-Seignanx (2018 - 2022) | Aviron Bayonnais (2022 - 2027)
TOP14,TOU,Nathan LLAVERIA,https://www.allrugby.com/joueurs/nathan-llaveria-18168.html,2,0,52,,,,2027-06-30,Stade Toulousain (2017 - 2027)
TOP14,TOU,Ignacio VALDES-LEIVA,https://www.allrugby.com/joueurs/ignacio-valdes-leiva-20319.html,,,,,,,,Nissa Rugby (2017 - 2019) | Aviron Bayonnais (2019 - 2027)
TOP14,TOU,Simon DAROQUE,https://www.allrugby.com/joueurs/simon-daroque-18167.html,5,2,134,1,,,2027-06-30,Stade Toulousain (2021 - 2027)
TOP14,TOU,Victor BLANC,https://www.allrugby.com/joueurs/victor-blanc-23609.html,,,,,,,2027-06-30,Stade Toulousain (2022 - 2027)
TOP14,TOU,Jules DERRE,https://www.allrugby.com/joueurs/jules-derre-22752.html,,,,,,,,US Vicquoise (2018 - 2020) | Stado Tarbes Pyrénées Rugby (2020 - 2022) | Aviron Bayonnais (2022 - 2026)
TOP14,TOU,Zénon RENDU,https://www.allrugby.com/joueurs/zenon-rendu-21421.html,,,,,,,2027-06-30,Stade Toulousain (2021 - 2027)
TOP14,TOU,Bixintxo DAGUERRE,https://www.allrugby.com/joueurs/bixintxo-daguerre-22378.html,,,,,,,2027-06-30,Aviron Bayonnais (2022 - 2026) | Stade Toulousain (2026 - 2027)
TOP14,TOU,Jack VAS,https://www.allrugby.com/joueurs/jack-vas-21725.html,,,,,,,2027-06-30,Stade Toulousain (2025 - 2027)
TOP14,TOU,Jules MARTIN-BONNARD,https://www.allrugby.com/joueurs/jules-martin-bonnard-20849.html,,,,,,,2027-06-30,Aviron Bayonnais (2023 - 2026) | Stade Toulousain (2026 - 2027)
TOP14,TOU,Louis COMPANYO,https://www.allrugby.com/joueurs/louis-companyo-18303.html,,,,,,,2027-06-30,Stade Toulousain (2020 - 2027)
TOP14,TOU,Valentin DELPY,https://www.allrugby.com/joueurs/valentin-delpy-15037.html,20,18,1448,2,,,2026-06-30,Stade Toulousain (2026 - 2026) | US Colomiers (2026 - 2026) | Stade Toulousain (2026 - 2027)
TOP14,TOU,Axel MIRANDE,https://www.allrugby.com/joueurs/axel-mirande-21424.html,,,,,,,2027-06-30,Football Club Villefranchois (2017 - 2023) | Stade Toulousain (2023 - 2027)
TOP14,TOU,Bernardo PUCCIARIELLO,https://www.allrugby.com/joueurs/bernardo-pucciariello-23612.html,,,,,,,2027-06-30,Stade Toulousain (2026 - 2027)
TOP14,TOU,Hugo PICHARDIE,https://www.allrugby.com/joueurs/hugo-pichardie-16810.html,4,4,313,,,,2027-06-30,Stade Toulousain (2021 - 2027)
TOP14,TOU,Jérémy ABOUT,https://www.allrugby.com/joueurs/jeremy-about-23610.html,,,,,,,2027-06-30,Stade Toulousain (2014 - 2027)
TOP14,TOU,Lukas AMATI,https://www.allrugby.com/joueurs/lukas-amati-21580.html,,,,,,,2027-06-30,Biarritz Olympique Pays Basque (2021 - 2024) | Stade Toulousain (2024 - 2027)
TOP14,TOU,Mathis GIL,https://www.allrugby.com/joueurs/mathis-gil-18298.html,1,0,21,,,,2027-06-30,Stado Tarbes Pyrénées Rugby (2019 - 2020) | Stade Toulousain (2020 - 2027)
TOP14,TOU,Txomin ITHURBIDE,https://www.allrugby.com/joueurs/txomin-ithurbide-20709.html,,,,,,,,Saint Jean-de-Luz Olympique Rugby (2025 - 2026)
TOP14,TOU,Maxence BAUX,https://www.allrugby.com/joueurs/maxence-baux-23611.html,,,,,,,2022-06-30,Toulouse Montaudran Rugby (2021 - 2022) | Stade Toulousain (2022 - 2027)
TOP14,TOU,Oriol MARSINYAC,https://www.allrugby.com/joueurs/oriol-marsinyac-20898.html,1,1,80,1,,,2027-06-30,Stade Toulousain (2023 - 2027)
TOP14,TOU,Ander ETCHEBARNE-SANCHEZ,https://www.allrugby.com/joueurs/ander-etchebarne-sanchez-20708.html,,,,,,,,Saint Jean-de-Luz Olympique Rugby (2025 - 2026)
TOP14,TOU,Jérémy NEMOR,https://www.allrugby.com/joueurs/jeremy-nemor-18171.html,1,0,5,,,,2027-06-30,Stade Toulousain (2020 - 2027)
TOP14,TOU,Louis JACQUOT,https://www.allrugby.com/joueurs/louis-jacquot-21426.html,,,,,,,2027-06-30,Stade Toulousain (2024 - 2027)
TOP14,TOU,Martin THIBAUT,https://www.allrugby.com/joueurs/martin-thibaut-21425.html,,,,,,,2027-06-30,Stade Toulousain (2024 - 2027)
TOP14,TOU,Matt BERGÈS,https://www.allrugby.com/joueurs/matt-berges-18300.html,,,,,,,2027-06-30,FC Oloron (2014 - 2017) | Tournefeuille (2017 - 2020) | Stade Toulousain (2020 - 2027)
TOP14,TOU,Aymeric ROUSERÉ,https://www.allrugby.com/joueurs/aymeric-rousere-15894.html,2,0,52,,,,2023-06-30,Stade Toulousain (2020 - 2023) | Aviron Bayonnais (2023 - 2026) | Olympique Marcquois Rugby (2026 - 2027)
TOP14,TOU,Pablo MONTERO,https://www.allrugby.com/joueurs/pablo-montero-17707.html,,,,,,,2027-06-30,Stade Toulousain (2024 - 2027)
TOP14,TOU,Bixente LAHITÈTE,https://www.allrugby.com/joueurs/bixente-lahitete-22302.html,,,,,,,,Stade Caennais RC (2018 - 2021) | Aviron Bayonnais (2021 - 2027)
TOP14,TOU,Théo CASTET,https://www.allrugby.com/joueurs/theo-castet-23613.html,,,,,,,2027-06-30,Stade Toulousain (2020 - 2027)
TOP14,TOU,Diego PITARCH,https://www.allrugby.com/joueurs/diego-pitarch-17613.html,,,,,,,,Aviron Bayonnais (2020 - 2024) | Anglet Olympique Rugby Club (2024 - 2025)
TOP14,TOU,Enzo TRAILLE,https://www.allrugby.com/joueurs/enzo-traille-23414.html,,,,,,,2027-06-30,Stade Toulousain (2023 - 2027)
TOP14,TOU,Esteban CAPILLA,https://www.allrugby.com/joueurs/esteban-capilla-12571.html,2,0,78,,,,,AS Sain-Martin-de-Seignanx (2015 - 2016) | Aviron Bayonnais (2016 - 2027)
